401.82	1.2895	7.9945	7.9945	1	8.6306	8.6306	1	1.0796	-0.038263
433.38	1.5303	10.925	10.925	1	5.5741	5.5741	1	0.51021	0.32432
520.83	0.8333	15.135	15.135	1	10.09	10.09	1	0.66665	0.20001
540.07	2.8333	19.337	19.337	1	1.5467	1.5467	0	0.079987	0.85187
573.88	1.8846	9.9814	9.9814	1	2.6868	2.6868	1	0.26918	0.57582
609	0.5	8.0875	8.0875	1	6.364	6.364	1	0.78689	0.11926
650.21	0.9286	8.1518	8.1518	1	9.8716	9.8716	1	1.211	-0.095422
692.7	0.9	11.056	11.056	1	0.72672	0.72672	0	0.065734	0.87664
703.75	1.25	7.333	7.333	1	10.501	10.501	1	1.432	-0.17763
711	2.35	7.333	7.333	1	17.777	17.777	1	2.4242	-0.41593
718.5	0.5	7.3756	7.3756	1	25.265	25.265	1	3.4255	-0.54807
420.36	2.9286	7.473	7.473	1	12.394	12.394	1	1.6585	-0.2477
612.76	7.6613	8.0875	8.0875	1	2.7628	2.7628	0	0.34161	0.49075
409.3	4.1	7.9945	7.9945	1	2.6976	2.6976	0	0.33743	0.49541
492.17	5.1667	12.838	12.838	1	9.3169	9.3169	1	0.72575	0.15892
564.86	6.1429	9.9814	9.9814	1	10.782	10.782	1	1.0802	-0.038562
375.5	6	21.095	21.095	1	7.0711	7.0711	1	0.3352	0.4979
644.97	7.1667	8.1518	8.1518	1	2.2634	2.2634	0	0.27765	0.56537
723.3	6.1	7.3756	7.3756	1	30.419	30.419	1	4.1243	-0.6097
396.5	8	8.5609	8.5609	1	12.119	12.119	1	1.4156	-0.17204
707.9	9.6	7.885	7.885	0	16.801	16.801	1	2.1308	-0.36118
416	9	7.473	7.473	0	7.8021	7.8021	0	1.044	-0.02154
524.79	15.441	13.289	13.289	0	6.0623	6.0623	0	0.45621	0.37343
683.67	12.196	12.047	12.047	0	1.3385	1.3385	0	0.11111	0.8
436.5	12	10.925	10.925	0	10.087	10.087	0	0.92326	0.0399
594.5	13	5.0249	5.0249	0	3.7216	3.7216	0	0.74062	0.14902
638.9	14.7	9.6724	9.6724	0	8.2047	8.2047	0	0.84826	0.082101
406.37	20.267	14.824	14.824	0	3.1885	3.1885	0	0.2151	0.64596
492.5	18	12.838	12.838	0	6.364	6.364	0	0.49573	0.33714
594	18	5.0249	5.0249	0	1.3038	1.3038	0	0.25947	0.58796
313.17	20.833	48.63	48.63	1	20.605	20.605	0	0.4237	0.40479
740.83	21.167	18.416	18.416	0	36.79	36.79	1	1.9978	-0.33283
514.41	23.735	13.289	13.289	0	8.4865	8.4865	0	0.63864	0.22053
761	22.5	7.3824	7.3824	0	42.68	42.68	1	5.7813	-0.70507
440.74	24.441	13.142	13.142	0	3.1178	3.1178	0	0.23723	0.61651
680.1	23.7	5.2742	5.2742	0	10.612	10.612	0	2.0121	-0.33602
456.59	25.318	6.234	6.234	0	13.295	13.295	0	2.1326	-0.36155
678.89	28.833	5.2742	5.2742	0	9.5805	9.5805	0	1.8165	-0.28989
565	29	21.148	21.148	0	5.8073	5.8073	0	0.2746	0.56912
757.5	29	7.3824	7.3824	0	35.347	35.347	1	4.7879	-0.65445
595.5	31	13.086	13.086	0	3.6336	3.6336	0	0.27767	0.56535
455.79	31.5	6.234	6.234	0	10.251	10.251	0	1.6444	-0.24368
634.17	34.833	20.682	20.682	0	7.075	7.075	0	0.34208	0.49023
259	35.5	45.235	45.235	1	37.879	37.879	1	0.83738	0.088505
496.95	41.622	17.418	17.418	0	4.7619	4.7619	0	0.27339	0.57061
531	39	10.112	10.112	0	19.039	19.039	0	1.8829	-0.30625
407.23	42.716	17.35	17.35	0	1.7315	1.7315	0	0.099797	0.81852
541.17	40.167	10.233	10.233	0	8.9752	8.9752	0	0.87705	0.065501
666.93	42.689	16.637	16.637	0	8.8653	8.8653	0	0.53288	0.30474
456.13	43.133	11.638	11.638	0	1.4729	1.4729	0	0.12656	0.77532
431.97	45.088	11.115	11.115	0	15.792	15.792	0	1.4208	-0.17383
587.12	47.115	16.34	16.34	0	9.2241	9.2241	0	0.5645	0.27836
532.5	49	6.1033	6.1033	0	11.452	11.452	0	1.8763	-0.30466
567.5	50	9.9903	9.9903	0	14.565	14.565	0	1.4579	-0.18629
537.5	52.5	5.3852	5.3852	0	7.215	7.215	0	1.3398	-0.14522
509.3	53.9	17.418	17.418	0	22.07	22.07	0	1.2671	-0.11781
382.17	55.167	18.481	18.481	0	6.3246	6.3246	0	0.34222	0.49007
437	55	6.5192	6.5192	0	15.854	15.854	0	2.432	-0.41724
651	56.375	9.4511	9.4511	0	2.183	2.183	0	0.23098	0.62472
738.69	57.688	23.91	23.91	0	1.7511	1.7511	0	0.073237	0.86352
660.32	57.955	9.4511	9.4511	0	7.6598	7.6598	0	0.81046	0.10469
407.7	60.06	9.1628	9.1628	0	1.6042	1.6042	0	0.17508	0.70201
483.33	60.309	7.5287	7.5287	0	2.2985	2.2985	0	0.30529	0.53222
539.5	57.5	5.3852	5.3852	0	3.5668	3.5668	0	0.66234	0.20312
431.5	58.5	6.5192	6.5192	0	10.606	10.606	0	1.6268	-0.23862
562.83	58.833	9.9903	9.9903	0	6.768	6.768	0	0.67746	0.19228
578.5	61	12.216	12.216	0	1.7678	1.7678	0	0.14471	0.74717
635.59	59.864	5.8755	5.8755	0	14.151	14.151	0	2.4086	-0.41324
629.75	60.5	5.8755	5.8755	0	9.6945	9.6945	0	1.65	-0.24528
348.5	62.5	8.1597	8.1597	0	31.427	31.427	0	3.8515	-0.58776
336.5	63.5	6.5	6.5	0	31.045	31.045	0	4.7761	-0.65374
524	64.5	7.5208	7.5208	0	13.558	13.558	0	1.8027	-0.28639
649.26	68.046	11.8	11.8	0	5.3342	5.3342	0	0.45206	0.37736
411.17	68.542	9.0081	9.0081	0	2.9771	2.9771	0	0.33049	0.5032
486.79	67	7.5287	7.5287	0	7.4505	7.4505	0	0.98961	0.0052226
496	65.5	7.9039	7.9039	0	15.882	15.882	0	2.0094	-0.33542
619.62	70.619	14.319	14.319	0	5.4347	5.4347	0	0.37955	0.44975
420.1	69.7	9.0081	9.0081	0	4.4777	4.4777	0	0.49708	0.33594
459.5	67	5.8382	5.8382	0	6.0092	6.0092	0	1.0293	-0.014441
438.94	72.839	16.152	16.152	0	3.7802	3.7802	0	0.23404	0.62069
351.2	70.2	8.1597	8.1597	0	24.477	24.477	0	2.9998	-0.49997
478.3	72.915	6.4347	6.4347	0	2.9128	2.9128	0	0.45266	0.37678
570.12	69.885	12.216	12.216	0	13.699	13.699	0	1.1213	-0.057199
336.5	70	6.5	6.5	0	24.791	24.791	0	3.8139	-0.58454
370.5	69.5	14.567	14.567	0	24.06	24.06	0	1.6517	-0.24576
463.15	71.559	5.8382	5.8382	0	0.54141	0.54141	0	0.092737	0.83027
501.83	70.833	7.9039	7.9039	0	21.334	21.334	0	2.6992	-0.45934
521.25	71.5	7.0755	7.0755	0	17.126	17.126	0	2.4204	-0.41528
555.42	72.417	14.915	14.915	0	9.6444	9.6444	0	0.64662	0.21461
718.5	70.5	23.801	23.801	0	4.5623	4.5623	0	0.19169	0.67829
593.5	72	10.938	10.938	0	10.302	10.302	0	0.94185	0.029945
677.5	72.167	14.274	14.274	0	11.005	11.005	0	0.77096	0.12933
532	75	7.433	7.433	0	6.2227	6.2227	0	0.83717	0.088628
822.5	75.786	14.282	14.282	0	0.50621	0.50621	0	0.035443	0.93154
397.5	75.5	9.5525	9.5525	0	13.075	13.075	0	1.3687	-0.15566
469	76	7.3472	7.3472	0	7.3504	7.3504	0	1.0004	-0.00021986
663.33	77.25	9.9812	9.9812	0	4.9082	4.9082	0	0.49175	0.34071
696.13	78.632	16.878	16.878	0	0.89322	0.89322	0	0.052922	0.89948
457.63	82.12	11.917	11.917	0	1.1889	1.1889	0	0.09976	0.81858
633.21	77.071	11.877	11.877	0	3.2485	3.2485	0	0.27351	0.57046
525	77.5	7.0755	7.0755	0	13.582	13.582	0	1.9196	-0.31497
325.5	78.5	10	10	0	23.93	23.93	0	2.393	-0.41056
481.5	78.5	6.4347	6.4347	0	7.5664	7.5664	0	1.1759	-0.080828
248.5	79.5	10.195	10.195	0	9.9993	9.9993	0	0.98078	0.009702
349.5	79.5	6.6708	6.6708	0	15.125	15.125	0	2.2673	-0.38788
360.3	79.9	10.249	10.249	0	18.345	18.345	0	1.79	-0.28315
274.5	80.5	16.125	16.125	0	26.08	26.08	0	1.6174	-0.23589
379.59	82.136	7.418	7.418	0	14.315	14.315	0	1.9297	-0.31734
604.3	80.9	7.6158	7.6158	0	21.141	21.141	0	2.776	-0.47034
670.24	84.457	9.9812	9.9812	0	5.092	5.092	0	0.51016	0.32436
387	82.5	7.418	7.418	0	18.86	18.86	0	2.5424	-0.43542
408.5	82.214	7.4246	7.4246	0	4.6186	4.6186	0	0.62207	0.23299
491.3	85.767	12.2	12.2	0	16.541	16.541	0	1.3558	-0.15104
